UF;COD. UF;COD. MUNIC;NOME DO MUNICÍPIO; POPULAÇÃO 
RO;11;00015;Alta Floresta D'Oeste; 21.558 
RO;11;00023;Ariquemes; 100.896 
RO;11;00031;Cabixi; 5.107 
RO;11;00049;Cacoal; 92.202 
RO;11;00056;Cerejeiras; 15.237 
RO;11;00064;Colorado do Oeste; 15.747 
RO;11;00072;Corumbiara; 7.503 
RO;11;00080;Costa Marques; 12.633 
RO;11;00098;Espigão D'Oeste; 29.722 
RO;11;00106;Guajará-Mirim; 39.396 
RO;11;00114;Jaru; 52.090 
RO;11;00122;Ji-Paraná; 136.825 
RO;11;00130;Machadinho D'Oeste; 30.626 
RO;11;00148;Nova Brasilândia D'Oeste; 17.355 
RO;11;00155;Ouro Preto do Oeste; 36.753 
RO;11;00189;Pimenta Bueno; 37.464 
RO;11;00205;Porto Velho;461.748
RO;11;00254;Presidente Médici; 19.316 
RO;11;00262;Rio Crespo; 3.476 
RO;11;00288;Rolim de Moura; 57.180 
RO;11;00296;Santa Luzia D'Oeste; 7.394 
RO;11;00304;Vilhena; 95.599 
RO;11;00320;São Miguel do Guaporé; 21.612 
RO;11;00338;Nova Mamoré; 25.452 
RO;11;00346;Alvorada D'Oeste; 13.092 
RO;11;00379;Alto Alegre dos Parecis; 13.023 
RO;11;00403;Alto Paraíso; 17.140 
RO;11;00452;Buritis; 28.178 
RO;11;00502;Novo Horizonte do Oeste; 7.653 
RO;11;00601;Cacaulândia; 4.157 
RO;11;00700;Campo Novo de Rondônia; 8.840 
RO;11;00809;Candeias do Jamari; 22.564 
RO;11;00908;Castanheiras; 3.269 
RO;11;00924;Chupinguaia; 9.351 
RO;11;00940;Cujubim; 14.338 
RO;11;01005;Governador Jorge Teixeira; 8.012 
RO;11;01104;Itapuã do Oeste; 9.465 
RO;11;01203;Ministro Andreazza; 6.440 
RO;11;01302;Mirante da Serra; 9.200 
RO;11;01401;Monte Negro; 11.966 
RO;11;01435;Nova União; 6.194 
RO;11;01450;Parecis; 3.953 
RO;11;01468;Pimenteiras do Oeste; 2.180 
RO;11;01476;Primavera de Rondônia; 3.071 
RO;11;01484;São Felipe D'Oeste; 5.259 
RO;11;01492;São Francisco do Guaporé; 16.302 
RO;11;01500;Seringueiras; 11.183 
RO;11;01559;Teixeirópolis; 4.284 
RO;11;01609;Theobroma; 9.253 
RO;11;01708;Urupá; 10.828 
RO;11;01757;Vale do Anari; 7.806 
RO;11;01807;Vale do Paraíso; 6.487 
AC;12;00013;Acrelândia; 12.707 
AC;12;00054;Assis Brasil; 8.157 
AC;12;00104;Brasiléia; 25.786 
AC;12;00138;Bujari; 11.962 
AC;12;00179;Capixaba; 9.737 
AC;12;00203;Cruzeiro do Sul; 94.345 
AC;12;00252;Epitaciolândia; 18.697 
AC;12;00302;Feijó; 35.035 
AC;12;00328;Jordão; 11.105 
AC;12;00336;Mâncio Lima; 19.172 
AC;12;00344;Manoel Urbano; 12.246 
AC;12;00351;Marechal Thaumaturgo; 16.825 
AC;12;00385;Plácido de Castro; 16.313 
AC;12;00393;Porto Walter; 10.706 
AC;12;00401;Rio Branco; 364.368 
AC;12;00427;Rodrigues Alves; 16.072 
AC;12;00435;Santa Rosa do Purus; 7.672 
AC;12;00450;Senador Guiomard; 21.658 
AC;12;00500;Sena Madureira; 39.746 
AC;12;00609;Tarauacá; 43.072 
AC;12;00708;Xapuri; 18.181 
AC;12;00807;Porto Acre; 16.218 
AM;13;00029;Alvarães;15.916
AM;13;00060;Amaturá; 10.814 
AM;13;00086;Anamã; 9.927 
AM;13;00102;Anori; 17.052 
AM;13;00144;Apuí; 21.403 
AM;13;00201;Atalaia do Norte; 15.440 
AM;13;00300;Autazes; 41.672 
AM;13;00409;Barcelos;18.399
AM;13;00508;Barreirinha; 30.990 
AM;13;00607;Benjamin Constant;37.436
AM;13;00631;Beruri; 20.807 
AM;13;00680;Boa Vista do Ramos; 24.018 
AM;13;00706;Boca do Acre; 35.964 
AM;13;00805;Borba;33.209
AM;13;00839;Caapiranga;13.851
AM;13;00904;Canutama; 17.362 
AM;13;01001;Carauari; 29.176 
AM;13;01100;Careiro; 30.819 
AM;13;01159;Careiro da Várzea; 19.615 
AM;13;01209;Coari; 71.130 
AM;13;01308;Codajás; 24.071 
AM;13;01407;Eirunepé; 33.173 
AM;13;01506;Envira; 17.034 
AM;13;01605;Fonte Boa;27.692
AM;13;01654;Guajará;13.809
AM;13;01704;Humaitá;59.504
AM;13;01803;Ipixuna; 24.387 
AM;13;01852;Iranduba; 59.767 
AM;13;01902;Itacoatiara;103.826
AM;13;01951;Itamarati;10.783
AM;13;02009;Itapiranga;10.183
AM;13;02108;Japurá;9.281
AM;13;02207;Juruá; 10.501 
AM;13;02306;Jutaí;25.048
AM;13;02405;Lábrea;47.003
AM;13;02504;Manacapuru;102.736
AM;13;02553;Manaquiri; 17.333 
AM;13;02603;Manaus; 2.054.731 
AM;13;02702;Manicoré; 59.225 
AM;13;02801;Maraã; 15.706 
AM;13;02900;Maués; 61.167 
AM;13;03007;Nhamundá; 20.249 
AM;13;03106;Nova Olinda do Norte; 27.088 
AM;13;03205;Novo Airão;15.819
AM;13;03304;Novo Aripuanã; 24.251 
AM;13;03403;Parintins;96.251
AM;13;03502;Pauini;20.351
AM;13;03536;Presidente Figueiredo; 30.762 
AM;13;03569;Rio Preto da Eva; 24.807 
AM;13;03601;Santa Isabel do Rio Negro;14.305
AM;13;03700;Santo Antônio do Içá;28.233
AM;13;03809;São Gabriel da Cachoeira; 51.921 
AM;13;03908;São Paulo de Olivença; 32.727 
AM;13;03957;São Sebastião do Uatumã; 11.697 
AM;13;04005;Silves; 11.572 
AM;13;04062;Tabatinga;66.837
AM;13;04104;Tapauá; 21.914 
AM;13;04203;Tefé; 74.142 
AM;13;04237;Tonantins; 20.180 
AM;13;04260;Uarini; 14.597 
AM;13;04302;Urucará;18.582
AM;13;04401;Urucurituba;24.017
RR;14;00027;Amajari; 16.994 
RR;14;00050;Alto Alegre; 23.582 
RR;14;00100;Boa Vista; 408.157 
RR;14;00159;Bonfim; 16.169 
RR;14;00175;Cantá; 18.030 
RR;14;00209;Caracaraí; 20.780 
RR;14;00233;Caroebe; 10.555 
RR;14;00282;Iracema; 11.000 
RR;14;00308;Mucajaí; 17.058 
RR;14;00407;Normandia; 15.264 
RR;14;00456;Pacaraima; 19.317 
RR;14;00472;Rorainópolis; 29.932 
RR;14;00506;São João da Baliza; 8.011 
RR;14;00605;São Luiz; 6.192 
RR;14;00704;Uiramutã; 13.764 
PA;15;00107;Abaetetuba; 158.042 
PA;15;00131;Abel Figueiredo; 6.119 
PA;15;00206;Acará; 63.268 
PA;15;00305;Afuá; 38.020 
PA;15;00347;Água Azul do Norte; 16.672 
PA;15;00404;Alenquer; 86.096 
PA;15;00503;Almeirim; 38.843 
PA;15;00602;Altamira; 135.067 
PA;15;00701;Anajás; 34.065 
PA;15;00800;Ananindeua; 515.745 
PA;15;00859;Anapu; 33.566 
PA;15;00909;Augusto Corrêa; 43.691 
PA;15;00958;Aurora do Pará; 32.772 
PA;15;01006;Aveiro; 18.343 
PA;15;01105;Bagre; 35.265 
PA;15;01204;Baião; 51.844 
PA;15;01253;Bannach; 3.730 
PA;15;01303;Barcarena; 126.733 
PA;15;01402;Belém; 1.367.336 
PA;15;01451;Belterra; 18.060 
PA;15;01501;Benevides; 56.152 
PA;15;01576;Bom Jesus do Tocantins; 14.511 
PA;15;01600;Bonito; 12.892 
PA;15;01709;Bragança; 121.793 
PA;15;01725;Brasil Novo; 30.214 
PA;15;01758;Brejo Grande do Araguaia; 6.791 
PA;15;01782;Breu Branco; 40.157 
PA;15;01808;Breves; 114.628 
PA;15;01907;Bujaru; 27.049 
PA;15;01956;Cachoeira do Piriá; 26.510 
PA;15;02004;Cachoeira do Arari; 22.950 
PA;15;02103;Cametá; 134.734 
PA;15;02152;Canaã dos Carajás; 75.433 
PA;15;02202;Capanema; 70.321 
PA;15;02301;Capitão Poço; 56.331 
PA;15;02400;Castanhal; 200.003 
PA;15;02509;Chaves; 20.630 
PA;15;02608;Colares; 11.923 
PA;15;02707;Conceição do Araguaia; 44.765 
PA;15;02756;Concórdia do Pará; 26.869 
PA;15;02764;Cumaru do Norte; 12.397 
PA;15;02772;Curionópolis; 19.929 
PA;15;02806;Curralinho; 38.060 
PA;15;02855;Curuá; 14.126 
PA;15;02905;Curuçá; 44.493 
PA;15;02939;Dom Eliseu; 58.444 
PA;15;02954;Eldorado do Carajás; 30.264 
PA;15;03002;Faro; 8.728 
PA;15;03044;Floresta do Araguaia; 17.896 
PA;15;03077;Garrafão do Norte; 24.716 
PA;15;03093;Goianésia do Pará; 23.806 
PA;15;03101;Gurupá; 31.945 
PA;15;03200;Igarapé-Açu; 35.788 
PA;15;03309;Igarapé-Miri; 66.369 
PA;15;03408;Inhangapi; 10.334 
PA;15;03457;Ipixuna do Pará; 29.116 
PA;15;03507;Irituia; 30.627 
PA;15;03606;Itaituba; 137.170 
PA;15;03705;Itupiranga; 53.873 
PA;15;03754;Jacareacanga;24.742
PA;15;03804;Jacundá; 36.184 
PA;15;03903;Juruti; 57.837 
PA;15;04000;Limoeiro do Ajuru; 29.617 
PA;15;04059;Mãe do Rio; 34.566 
PA;15;04109;Magalhães Barata; 8.090 
PA;15;04208;Marabá; 271.321 
PA;15;04307;Maracanã; 25.929 
PA;15;04406;Marapanim; 30.867 
PA;15;04422;Marituba; 123.890 
PA;15;04455;Medicilândia; 26.438 
PA;15;04505;Melgaço; 26.770 
PA;15;04604;Mocajuba; 27.265 
PA;15;04703;Moju; 81.364 
PA;15;04752;Mojuí dos Campos; 22.845 
PA;15;04802;Monte Alegre; 59.890 
PA;15;04901;Muaná; 60.117 
PA;15;04950;Nova Esperança do Piriá; 21.132 
PA;15;04976;Nova Ipixuna; 13.318 
PA;15;05007;Nova Timboteua; 12.737 
PA;15;05031;Novo Progresso; 33.636 
PA;15;05064;Novo Repartimento; 60.438 
PA;15;05106;Óbidos; 58.121 
PA;15;05205;Oeiras do Pará; 33.886 
PA;15;05304;Oriximiná; 76.140 
PA;15;05403;Ourém; 17.836 
PA;15;05437;Ourilândia do Norte; 26.570 
PA;15;05486;Pacajá; 43.527 
PA;15;05494;Palestina do Pará; 6.872 
PA;15;05502;Paragominas; 104.883 
PA;15;05536;Parauapebas; 271.577 
PA;15;05551;Pau D'Arco; 6.772 
PA;15;05601;Peixe-Boi; 8.315 
PA;15;05635;Piçarra; 12.794 
PA;15;05650;Placas; 18.602 
PA;15;05700;Ponta de Pedras; 24.913 
PA;15;05809;Portel; 67.288 
PA;15;05908;Porto de Moz; 40.709 
PA;15;06005;Prainha; 35.655 
PA;15;06104;Primavera; 10.700 
PA;15;06112;Quatipuru; 11.534 
PA;15;06138;Redenção; 91.227 
PA;15;06161;Rio Maria; 17.965 
PA;15;06187;Rondon do Pará; 35.182 
PA;15;06195;Rurópolis; 41.975 
PA;15;06203;Salinópolis; 44.451 
PA;15;06302;Salvaterra; 24.701 
PA;15;06351;Santa Bárbara do Pará; 21.089 
PA;15;06401;Santa Cruz do Arari; 6.820 
PA;15;06500;Santa Izabel do Pará; 68.963 
PA;15;06559;Santa Luzia do Pará; 20.341 
PA;15;06583;Santa Maria das Barreiras; 17.639 
PA;15;06609;Santa Maria do Pará; 24.583 
PA;15;06708;Santana do Araguaia; 44.526 
PA;15;06807;Santarém; 351.220 
PA;15;06906;Santarém Novo; 6.116 
PA;15;07003;Santo Antônio do Tauá; 28.282 
PA;15;07102;São Caetano de Odivelas; 15.226 
PA;15;07151;São Domingos do Araguaia; 20.970 
PA;15;07201;São Domingos do Capim; 30.144 
PA;15;07300;São Félix do Xingu; 81.161 
PA;15;07409;São Francisco do Pará; 14.912 
PA;15;07458;São Geraldo do Araguaia; 24.243 
PA;15;07466;São João da Ponta; 4.264 
PA;15;07474;São João de Pirabas; 20.593 
PA;15;07508;São João do Araguaia; 13.446 
PA;15;07607;São Miguel do Guamá; 52.810 
PA;15;07706;São Sebastião da Boa Vista; 31.336 
PA;15;07755;Sapucaia; 5.295 
PA;15;07805;Senador José Porfírio; 22.651 
PA;15;07904;Soure; 24.183 
PA;15;07953;Tailândia; 84.206 
PA;15;07961;Terra Alta; 10.404 
PA;15;07979;Terra Santa; 18.804 
PA;15;08001;Tomé-Açu; 76.055 
PA;15;08035;Tracuateua; 28.015 
PA;15;08050;Trairão; 18.924 
PA;15;08084;Tucumã; 34.812 
PA;15;08100;Tucuruí; 90.232 
PA;15;08126;Ulianópolis; 56.562 
PA;15;08159;Uruará; 48.511 
PA;15;08209;Vigia; 49.096 
PA;15;08308;Viseu; 58.095 
PA;15;08357;Vitória do Xingu; 15.104 
PA;15;08407;Xinguara; 56.127 
AP;16;00055;Serra do Navio; 4.744 
AP;16;00105;Amapá; 7.944 
AP;16;00154;Pedra Branca do Amapari; 12.365 
AP;16;00204;Calçoene; 10.613 
AP;16;00212;Cutias; 4.388 
AP;16;00238;Ferreira Gomes; 6.689 
AP;16;00253;Itaubal; 5.477 
AP;16;00279;Laranjal do Jari; 35.038 
AP;16;00303;Macapá; 478.448 
AP;16;00402;Mazagão; 22.105 
AP;16;00501;Oiapoque; 27.778 
AP;16;00535;Porto Grande; 17.923 
AP;16;00550;Pracuúba; 3.803 
AP;16;00600;Santana; 114.995 
AP;16;00709;Tartarugalzinho; 10.511 
AP;16;00808;Vitória do Jari; 11.447 
TO;17;00251;Abreulândia; 2.463 
TO;17;00301;Aguiarnópolis; 4.787 
TO;17;00350;Aliança do Tocantins; 4.932 
TO;17;00400;Almas; 9.044 
TO;17;00707;Alvorada; 8.821 
TO;17;01002;Ananás; 10.368 
TO;17;01051;Angico; 3.062 
TO;17;01101;Aparecida do Rio Negro; 4.965 
TO;17;01309;Aragominas; 6.914 
TO;17;01903;Araguacema; 5.913 
TO;17;02000;Araguaçu; 8.666 
TO;17;02109;Araguaína; 186.867 
TO;17;02158;Araguanã; 4.316 
TO;17;02208;Araguatins; 31.719 
TO;17;02307;Arapoema; 5.443 
TO;17;02406;Arraias; 10.253 
TO;17;02554;Augustinópolis; 17.471 
TO;17;02703;Aurora do Tocantins; 3.338 
TO;17;02901;Axixá do Tocantins; 10.267 
TO;17;03008;Babaçulândia; 8.218 
TO;17;03057;Bandeirantes do Tocantins; 3.548 
TO;17;03073;Barra do Ouro; 4.643 
TO;17;03107;Barrolândia; 4.875 
TO;17;03206;Bernardo Sayão; 4.217 
TO;17;03305;Bom Jesus do Tocantins; 4.087 
TO;17;03602;Brasilândia do Tocantins; 1.947 
TO;17;03701;Brejinho de Nazaré; 4.753 
TO;17;03800;Buriti do Tocantins; 10.346 
TO;17;03826;Cachoeirinha; 1.964 
TO;17;03842;Campos Lindos; 8.661 
TO;17;03867;Cariri do Tocantins; 3.555 
TO;17;03883;Carmolândia; 2.203 
TO;17;03891;Carrasco Bonito; 3.343 
TO;17;03909;Caseara; 4.764 
TO;17;04105;Centenário; 2.133 
TO;17;04600;Chapada de Areia; 1.358 
TO;17;05102;Chapada da Natividade; 3.118 
TO;17;05508;Colinas do Tocantins; 33.967 
TO;17;05557;Combinado; 4.751 
TO;17;05607;Conceição do Tocantins; 3.891 
TO;17;06001;Couto Magalhães; 5.254 
TO;17;06100;Cristalândia; 6.331 
TO;17;06258;Crixás do Tocantins; 1.411 
TO;17;06506;Darcinópolis; 6.357 
TO;17;07009;Dianópolis; 17.658 
TO;17;07108;Divinópolis do Tocantins; 7.065 
TO;17;07207;Dois Irmãos do Tocantins; 6.735 
TO;17;07306;Dueré; 4.284 
TO;17;07405;Esperantina; 7.510 
TO;17;07553;Fátima; 3.445 
TO;17;07652;Figueirópolis; 5.185 
TO;17;07702;Filadélfia; 10.590 
TO;17;08205;Formoso do Araguaia; 20.471 
TO;17;08254;Tabocão; 3.458 
TO;17;08304;Goianorte; 4.779 
TO;17;09005;Goiatins; 12.798 
TO;17;09302;Guaraí; 26.444 
TO;17;09500;Gurupi; 83.817 
TO;17;09807;Ipueiras; 1.597 
TO;17;10508;Itacajá; 6.780 
TO;17;10706;Itaguatins; 5.187 
TO;17;10904;Itapiratins; 3.936 
TO;17;11100;Itaporã do Tocantins; 2.407 
TO;17;11506;Jaú do Tocantins; 3.475 
TO;17;11803;Juarina; 2.240 
TO;17;11902;Lagoa da Confusão; 16.117 
TO;17;11951;Lagoa do Tocantins; 3.501 
TO;17;12009;Lajeado; 3.652 
TO;17;12157;Lavandeira; 1.625 
TO;17;12405;Lizarda; 2.994 
TO;17;12454;Luzinópolis; 2.989 
TO;17;12504;Marianópolis do Tocantins; 4.460 
TO;17;12702;Mateiros; 2.076 
TO;17;12801;Maurilândia do Tocantins; 3.234 
TO;17;13205;Miracema do Tocantins; 19.561 
TO;17;13304;Miranorte; 13.027 
TO;17;13601;Monte do Carmo; 5.874 
TO;17;13700;Monte Santo do Tocantins; 2.290 
TO;17;13809;Palmeiras do Tocantins; 5.359 
TO;17;13957;Muricilândia; 3.722 
TO;17;14203;Natividade; 8.643 
TO;17;14302;Nazaré; 4.664 
TO;17;14880;Nova Olinda; 10.353 
TO;17;15002;Nova Rosalândia; 3.334 
TO;17;15101;Novo Acordo; 3.828 
TO;17;15150;Novo Alegre; 1.845 
TO;17;15259;Novo Jardim; 2.235 
TO;17;15507;Oliveira de Fátima; 1.172 
TO;17;15705;Palmeirante; 4.947 
TO;17;15754;Palmeirópolis; 7.262 
TO;17;16109;Paraíso do Tocantins; 51.494 
TO;17;16208;Paranã; 10.492 
TO;17;16307;Pau D'Arco; 4.017 
TO;17;16505;Pedro Afonso; 14.675 
TO;17;16604;Peixe; 9.431 
TO;17;16653;Pequizeiro; 4.893 
TO;17;16703;Colméia; 8.476 
TO;17;17008;Pindorama do Tocantins; 4.128 
TO;17;17206;Piraquê; 2.278 
TO;17;17503;Pium; 7.132 
TO;17;17800;Ponte Alta do Bom Jesus; 4.222 
TO;17;17909;Ponte Alta do Tocantins; 7.284 
TO;17;18006;Porto Alegre do Tocantins; 2.869 
TO;17;18204;Porto Nacional; 71.101 
TO;17;18303;Praia Norte; 8.808 
TO;17;18402;Presidente Kennedy; 2.963 
TO;17;18451;Pugmil; 2.185 
TO;17;18501;Recursolândia; 3.380 
TO;17;18550;Riachinho; 3.962 
TO;17;18659;Rio da Conceição; 1.747 
TO;17;18709;Rio dos Bois; 2.737 
TO;17;18758;Rio Sono; 5.600 
TO;17;18808;Sampaio; 4.203 
TO;17;18840;Sandolândia; 4.631 
TO;17;18865;Santa Fé do Araguaia; 7.919 
TO;17;18881;Santa Maria do Tocantins; 2.557 
TO;17;18899;Santa Rita do Tocantins; 2.177 
TO;17;18907;Santa Rosa do Tocantins; 4.701 
TO;17;19004;Santa Tereza do Tocantins; 2.715 
TO;17;20002;Santa Terezinha do Tocantins; 2.560 
TO;17;20101;São Bento do Tocantins; 5.387 
TO;17;20150;São Félix do Tocantins; 1.780 
TO;17;20200;São Miguel do Tocantins; 14.103 
TO;17;20259;São Salvador do Tocantins; 2.481 
TO;17;20309;São Sebastião do Tocantins; 4.100 
TO;17;20499;São Valério; 4.399 
TO;17;20655;Silvanópolis; 5.126 
TO;17;20804;Sítio Novo do Tocantins; 10.830 
TO;17;20853;Sucupira; 1.576 
TO;17;20903;Taguatinga; 13.986 
TO;17;20937;Taipas do Tocantins; 2.023 
TO;17;20978;Talismã; 2.661 
TO;17;21000;Palmas; 334.454 
TO;17;21109;Tocantínia; 8.518 
TO;17;21208;Tocantinópolis; 23.847 
TO;17;21257;Tupirama; 1.803 
TO;17;21307;Tupiratins; 1.861 
TO;17;22081;Wanderlândia; 11.586 
TO;17;22107;Xambioá; 10.519 
MA;21;00055;Açailândia; 107.263 
MA;21;00105;Afonso Cunha; 6.144 
MA;21;00154;Água Doce do Maranhão; 12.154 
MA;21;00204;Alcântara; 18.446 
MA;21;00303;Aldeias Altas; 22.549 
MA;21;00402;Altamira do Maranhão; 6.451 
MA;21;00436;Alto Alegre do Maranhão; 23.270 
MA;21;00477;Alto Alegre do Pindaré; 25.673 
MA;21;00501;Alto Parnaíba; 11.076 
MA;21;00550;Amapá do Maranhão; 7.162 
MA;21;00600;Amarante do Maranhão; 36.266 
MA;21;00709;Anajatuba; 23.968 
MA;21;00808;Anapurus; 13.795 
MA;21;00832;Apicum-Açu; 17.533 
MA;21;00873;Araguanã; 11.169 
MA;21;00907;Araioses; 38.980 
MA;21;00956;Arame; 25.646 
MA;21;01004;Arari; 29.302 
MA;21;01103;Axixá; 11.797 
MA;21;01202;Bacabal; 104.352 
MA;21;01251;Bacabeira; 17.073 
MA;21;01301;Bacuri; 16.206 
MA;21;01350;Bacurituba; 5.196 
MA;21;01400;Balsas; 100.257 
MA;21;01509;Barão de Grajaú; 19.310 
MA;21;01608;Barra do Corda; 84.708 
MA;21;01707;Barreirinhas; 69.312 
MA;21;01731;Belágua; 8.504 
MA;21;01772;Bela Vista do Maranhão; 11.911 
MA;21;01806;Benedito Leite; 5.472 
MA;21;01905;Bequimão; 19.572 
MA;21;01939;Bernardo do Mearim; 5.842 
MA;21;01970;Boa Vista do Gurupi; 7.622 
MA;21;02002;Bom Jardim; 32.894 
MA;21;02036;Bom Jesus das Selvas; 28.589 
MA;21;02077;Bom Lugar; 11.675 
MA;21;02101;Brejo; 34.116 
MA;21;02150;Brejo de Areia; 9.224 
MA;21;02200;Buriti; 29.693 
MA;21;02309;Buriti Bravo; 22.427 
MA;21;02325;Buriticupu; 52.395 
MA;21;02358;Buritirana; 12.870 
MA;21;02374;Cachoeira Grande; 10.227 
MA;21;02408;Cajapió; 10.032 
MA;21;02507;Cajari; 16.296 
MA;21;02556;Campestre do Maranhão; 12.185 
MA;21;02606;Cândido Mendes; 19.805 
MA;21;02705;Cantanhede; 17.355 
MA;21;02754;Capinzal do Norte; 11.372 
MA;21;02804;Carolina; 24.056 
MA;21;02903;Carutapera; 24.263 
MA;21;03000;Caxias; 153.634 
MA;21;03109;Cedral; 10.214 
MA;21;03125;Central do Maranhão; 7.086 
MA;21;03158;Centro do Guilherme; 12.384 
MA;21;03174;Centro Novo do Maranhão; 16.254 
MA;21;03208;Chapadinha; 81.339 
MA;21;03257;Cidelândia; 12.857 
MA;21;03307;Codó; 112.110 
MA;21;03406;Coelho Neto; 41.353 
MA;21;03505;Colinas; 40.322 
MA;21;03554;Conceição do Lago-Açu; 14.921 
MA;21;03604;Coroatá; 59.563 
MA;21;03703;Cururupu; 31.662 
MA;21;03752;Davinópolis; 14.467 
MA;21;03802;Dom Pedro; 23.111 
MA;21;03901;Duque Bacelar; 10.223 
MA;21;04008;Esperantinópolis; 18.355 
MA;21;04057;Estreito; 33.245 
MA;21;04073;Feira Nova do Maranhão; 8.048 
MA;21;04081;Fernando Falcão; 10.875 
MA;21;04099;Formosa da Serra Negra; 17.758 
MA;21;04107;Fortaleza dos Nogueiras; 12.642 
MA;21;04206;Fortuna; 17.075 
MA;21;04305;Godofredo Viana; 9.894 
MA;21;04404;Gonçalves Dias; 17.432 
MA;21;04503;Governador Archer; 10.294 
MA;21;04552;Governador Edison Lobão; 18.375 
MA;21;04602;Governador Eugênio Barros; 13.918 
MA;21;04628;Governador Luiz Rocha; 7.061 
MA;21;04651;Governador Newton Bello; 10.708 
MA;21;04677;Governador Nunes Freire; 22.754 
MA;21;04701;Graça Aranha; 6.012 
MA;21;04800;Grajaú; 73.942 
MA;21;04909;Guimarães; 10.285 
MA;21;05005;Humberto de Campos; 25.656 
MA;21;05104;Icatu; 24.719 
MA;21;05153;Igarapé do Meio; 13.483 
MA;21;05203;Igarapé Grande; 10.222 
MA;21;05302;Imperatriz; 273.027 
MA;21;05351;Itaipava do Grajaú; 13.847 
MA;21;05401;Itapecuru Mirim; 65.721 
MA;21;05427;Itinga do Maranhão; 23.904 
MA;21;05450;Jatobá; 8.239 
MA;21;05476;Jenipapo dos Vieiras; 17.066 
MA;21;05500;João Lisboa; 24.609 
MA;21;05609;Joselândia; 14.942 
MA;21;05658;Junco do Maranhão; 5.146 
MA;21;05708;Lago da Pedra; 44.422 
MA;21;05807;Lago do Junco; 9.491 
MA;21;05906;Lago Verde; 14.678 
MA;21;05922;Lagoa do Mato; 10.583 
MA;21;05948;Lago dos Rodrigues; 8.755 
MA;21;05963;Lagoa Grande do Maranhão; 11.417 
MA;21;05989;Lajeado Novo; 7.051 
MA;21;06003;Lima Campos; 11.320 
MA;21;06102;Loreto; 11.526 
MA;21;06201;Luís Domingues; 7.159 
MA;21;06300;Magalhães de Almeida; 13.747 
MA;21;06326;Maracaçumé; 21.106 
MA;21;06359;Marajá do Sena; 7.200 
MA;21;06375;Maranhãozinho; 13.797 
MA;21;06409;Mata Roma; 16.919 
MA;21;06508;Matinha; 21.808 
MA;21;06607;Matões; 31.954 
MA;21;06631;Matões do Norte; 17.582 
MA;21;06672;Milagres do Maranhão; 8.812 
MA;21;06706;Mirador; 20.998 
MA;21;06755;Miranda do Norte; 20.562 
MA;21;06805;Mirinzal; 13.958 
MA;21;06904;Monção; 27.620 
MA;21;07001;Montes Altos; 10.286 
MA;21;07100;Morros; 18.054 
MA;21;07209;Nina Rodrigues; 12.477 
MA;21;07258;Nova Colinas; 5.021 
MA;21;07308;Nova Iorque; 4.308 
MA;21;07357;Nova Olinda do Maranhão; 14.277 
MA;21;07407;Olho d'Água das Cunhãs; 17.937 
MA;21;07456;Olinda Nova do Maranhão; 13.320 
MA;21;07506;Paço do Lumiar;145.752
MA;21;07605;Palmeirândia; 21.056 
MA;21;07704;Paraibano; 19.530 
MA;21;07803;Parnarama; 31.179 
MA;21;07902;Passagem Franca; 17.244 
MA;21;08009;Pastos Bons; 18.724 
MA;21;08058;Paulino Neves; 17.054 
MA;21;08108;Paulo Ramos; 20.183 
MA;21;08207;Pedreiras; 36.980 
MA;21;08256;Pedro do Rosário; 24.260 
MA;21;08306;Penalva; 32.436 
MA;21;08405;Peri Mirim; 11.093 
MA;21;08454;Peritoró; 20.471 
MA;21;08504;Pindaré-Mirim; 29.440 
MA;21;08603;Pinheiro; 85.054 
MA;21;08702;Pio XII; 21.941 
MA;21;08801;Pirapemas; 14.819 
MA;21;08900;Poção de Pedras; 17.133 
MA;21;09007;Porto Franco; 23.565 
MA;21;09056;Porto Rico do Maranhão; 5.961 
MA;21;09106;Presidente Dutra; 45.102 
MA;21;09205;Presidente Juscelino; 11.293 
MA;21;09239;Presidente Médici; 4.575 
MA;21;09270;Presidente Sarney; 17.542 
MA;21;09304;Presidente Vargas; 9.616 
MA;21;09403;Primeira Cruz; 13.095 
MA;21;09452;Raposa; 31.667 
MA;21;09502;Riachão; 22.153 
MA;21;09551;Ribamar Fiquene; 7.424 
MA;21;09601;Rosário; 36.688 
MA;21;09700;Sambaíba; 5.568 
MA;21;09759;Santa Filomena do Maranhão; 6.698 
MA;21;09809;Santa Helena; 41.221 
MA;21;09908;Santa Inês; 85.261 
MA;21;10005;Santa Luzia; 57.189 
MA;21;10039;Santa Luzia do Paruá; 23.413 
MA;21;10104;Santa Quitéria do Maranhão; 23.782 
MA;21;10203;Santa Rita; 35.231 
MA;21;10237;Santana do Maranhão; 10.325 
MA;21;10278;Santo Amaro do Maranhão; 13.193 
MA;21;10302;Santo Antônio dos Lopes; 14.298 
MA;21;10401;São Benedito do Rio Preto; 18.306 
MA;21;10500;São Bento; 46.307 
MA;21;10609;São Bernardo; 26.899 
MA;21;10658;São Domingos do Azeitão; 7.937 
MA;21;10708;São Domingos do Maranhão; 33.837 
MA;21;10807;São Félix de Balsas; 4.402 
MA;21;10856;São Francisco do Brejão; 8.837 
MA;21;10906;São Francisco do Maranhão; 12.049 
MA;21;11003;São João Batista; 18.559 
MA;21;11029;São João do Carú; 12.297 
